Business Name,Address,City,State,ZIP Code,Phone,Website,Detected Category,Rating,Reviews,Search Term,Map Rank,Search Source,Image URL,Sponsored?,Google Maps URL,Latitude,Longitude
"Bill Dorfman, DDS",2080 Century Pk E #1601,Los Angeles,CA,90067,(310) 277-5678,https://billdorfmandds.com/?utm_source=GoogleBusinessProfile&utm_medium=Organic&utm_campaign=Website,Cosmetic dentist,5.0,1736,Dentists near los angeles,11,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMs1LqM2cBc99xiMUpnGZvIDLAU2vnDObVA6Ip5=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Bill+Dorfman,+DDS/@34.0593713,-118.411306,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbf24adbb6d3:0xa23228a1baf2f33b!8m2!3d34.0593713!4d-118.411306!16s%2Fg%2F1tq8jtty?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0593713,-118.411306
Pasha Dental Group Los Angeles - Dr. Nazli Majd,11144 Palms Blvd,Los Angeles,CA,90034,(310) 390-2228,https://www.pashadentalgroup.com/,Dentist,4.9,281,Dentists near los angeles,12,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOBN-bvRkRxoIXatonwFx9oSt_ezMRYQNBy3EvQ=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Pasha+Dental+Group+Los+Angeles+-+Dr.+Nazli+Majd/@34.019045,-118.42173,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba4bf322ddb1:0x67ef248df246726c!8m2!3d34.019045!4d-118.42173!16s%2Fg%2F1tcy94qb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.019045,-118.42173
California Smile Maker Beverly Hills,6333 Wilshire Blvd # 300,Los Angeles,CA,90048,(323) 553-4383,https://www.californiasmilemaker.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,Dentist,4.9,341,Dentists near los angeles,13,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMMyKSqmt1Yd9rt8Noiku_Rgv8ikbcg4LaNEhZJ=w32-h32-p-k-no,false,"https://www.google.com/maps/place/California+Smile+Maker+Beverly+Hills/@34.0638506,-118.3663799,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b9af65b8c15d:0x5c8c5e3925f4f37e!8m2!3d34.0638506!4d-118.3663799!16s%2Fg%2F11kkxv3nh0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0638506,-118.3663799
Dream Smiles Dental Arts,6360 Wilshire Blvd #510,Los Angeles,CA,90048,(323) 655-0865,http://www.dreamsmilesla.com/,Cosmetic dentist,5.0,63,Dentists near los angeles,14,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPf6ByVnzd-tWQivzsGYvGsb5WjslIRx2UylpSj=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dream+Smiles+Dental+Arts/@34.0633956,-118.3676959,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7dcd99fb76b:0x59bdbb89e0913414!8m2!3d34.0633956!4d-118.3676959!16s%2Fg%2F1tf_1bnb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0633956,-118.3676959
Vernon Family Dental,968 W Vernon Ave,Los Angeles,CA,90037,(323) 234-4889,http://smilefixer.net/,Dentist,4.8,520,Dentists near los angeles,15,Google Maps,https://lh3.googleusercontent.com/p/AF1QipO1GliTbPi677TsosqcujD4j2uK2cpZsgDJT3Tc=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Vernon+Family+Dental/@34.0035335,-118.2907674,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c81b1fc7c1e7:0xa51695a4c7c83481!8m2!3d34.0035335!4d-118.2907674!16s%2Fg%2F1tnss5sr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0035335,-118.2907674
"Westside Dental Associates - Les Latner, DDS",2990 S Sepulveda Blvd #204,Los Angeles,CA,90064,(310) 765-7441,https://www.leslatnerdds.com/,Dentist,4.8,132,Dentists near los angeles,16,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPZVvscYoVARzV31dqaiEC_cXBh_byMBNeQtkB6=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Westside+Dental+Associates+-+Les+Latner,+DDS/@34.0276701,-118.4285312,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbae1ab1e8d7:0x7dc4b4883e713e!8m2!3d34.0276701!4d-118.4285312!16s%2Fg%2F1tdzlt_m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0276701,-118.4285312
Beverly Grove Dentistry,6200 Wilshire Blvd #1109,Los Angeles,CA,90048,(323) 238-8114,http://www.beverlygrovedentistry.com/,Cosmetic dentist,4.9,341,Dentists near los angeles,17,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzhWS70vS4NfXs8-32wUCa2NbG6Qsm_jUOqa0YOU98GRugWwviEYKEkPT2Qrq6i5kFlADLkqekWfWvh5S8sYCUQJQQCg5Aozktsa50HsVENqqFvsIK_caAMjO69PaByf2RJmH48w=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Beverly+Grove+Dentistry/@34.0630244,-118.3635073,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b93c1d402b6f:0x9774e12c5aa59212!8m2!3d34.0630244!4d-118.3635073!16s%2Fg%2F1tdxl3x2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0630244,-118.3635073
Beverly Hills Prestige Dental Group,1125 S Beverly Dr # 400,Los Angeles,CA,90035,(310) 286-9655,https://www.beverlyhillsfamilydentalgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,Cosmetic dentist,4.6,236,Dentists near los angeles,18,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMAAUP_-Jf2Ew_MiVf6hDt0CrV50wQVH6p_t5Q=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Beverly+Hills+Prestige+Dental+Group/@34.056839,-118.3968868,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbe3b95f0eb5:0x8ccb7997bc6e01bb!8m2!3d34.056839!4d-118.3968868!16s%2Fg%2F1thxlb3d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.056839,-118.3968868
"Wilshire Smile Studio - Los Angeles Dentist, Cosmetic and Emergency Dentistry",6200 Wilshire Blvd #1609,Los Angeles,CA,90048,(323) 336-8478,https://ladentist.com/,Cosmetic dentist,4.4,209,Dentists near los angeles,19,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMN7JOT1ptBy1MsQAC7WlvdE4TcpjTwdmMeVRpt=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Wilshire+Smile+Studio+-+Los+Angeles+Dentist,+Cosmetic+and+Emergency+Dentistry/@34.062941,-118.3635947,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b93c1d329311:0x88198d11daec6274!8m2!3d34.062941!4d-118.3635947!16s%2Fg%2F1tdzg7wf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.062941,-118.3635947
Smile Again Dental Group - Los Angeles,258 S Oxford Ave # 101,Los Angeles,CA,90004,(213) 385-8242,http://www.smileagaindentalgroup.com/,Dentist,4.9,119,Dentists near los angeles,20,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOlugeSaxAPKnk4r5aMm01NJwicdNkpqGLLPMVr=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Smile+Again+Dental+Group+-+Los+Angeles/@34.0694413,-118.3074785,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b9a0ced9d2e3:0x7631f99860d0af9f!8m2!3d34.0694413!4d-118.3074785!16s%2Fg%2F11tffj2rjl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0694413,-118.3074785
McComb Orthodontics,11058 Washington Blvd,Culver City,CA,90232,(310) 299-8894,https://mccomborthodontics.com/culver-city/,Orthodontist,5.0,267,Dentists near los angeles,21,Google Maps,https://lh3.googleusercontent.com/p/AF1QipP4lOWDOEVEyeC_skpPsp0kkcjXZoRVdnX-dBNT=w32-h32-p-k-no,true,"https://www.google.com/maps/place/McComb+Orthodontics/@34.0097147,-118.4113819,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba3ebc02ec87:0x8316240625ba0478!8m2!3d34.0097147!4d-118.4113819!16s%2Fg%2F11bxflqnb1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0097147,-118.4113819
Relate Dental Care - Culver City,6167 Bristol Pkwy Suite 215,Culver City,CA,90230,(424) 351-4042,https://relatedentalcare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,Dentist,5.0,240,Dentists near los angeles,22,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMDzexkkNESWHdL_MKy0lrK8YEWpF-_r_tDm-Eq=w32-h32-p-k-no,true,"https://www.google.com/maps/place/Relate+Dental+Care+-+Culver+City/@33.9849605,-118.390702,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2b77afd315a19:0xad12136dd06735d1!8m2!3d33.9849605!4d-118.390702!16s%2Fg%2F11j6yklwzv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9849605,-118.390702
Healing Dental Care - Los Angeles,680 Wilshire Pl # 411,Los Angeles,CA,90005,(213) 738-7077,https://www.healingdentalcarela.com/,Dentist,4.9,354,Dentists near los angeles,23,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUusQlyqQbYiMNbrqc4CyShvhaiTyizEuWXj62UtOWpdRa8gnIuN09fFXD082BxeewNCTa_RC1Lsn7EsapiqTpf5GsUn_OnDwmJHmNZIajiTRg07zfBDZIyCXcsKpovq07KH-Y=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Healing+Dental+Care+-+Los+Angeles/@34.0604988,-118.2875282,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c77763f3baa9:0xefad6955cf6921dc!8m2!3d34.0604988!4d-118.2875282!16s%2Fg%2F1tl0xm2n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0604988,-118.2875282
Smile Perfector Dental Group,6333 Wilshire Blvd #411,Los Angeles,CA,90048,(323) 634-6334,https://www.smileperfector.com/,Cosmetic dentist,4.8,241,Dentists near los angeles,24,Google Maps,https://lh3.googleusercontent.com/p/AF1QipNaenpR4W4PSiSE0k5DrTh77z5IOnw_DFWt4Bic=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Smile+Perfector+Dental+Group/@34.0638539,-118.3664404,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbfb8cf1479b:0x9817a83d2905621a!8m2!3d34.0638539!4d-118.3664404!16s%2Fg%2F1tfd2ntq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0638539,-118.3664404
"The Smiling Dentist: Monica Bruce, DDS",3756 Santa Rosalia Dr # 204,Los Angeles,CA,90008,(323) 293-7225,http://monicabrucedds1.com/,Dentist,5.0,407,Dentists near los angeles,25,Google Maps,https://lh3.googleusercontent.com/p/AF1QipM_sZzQiC6vyVczG3Dp6sQNz0dKaGfJbSEhb3n1=w32-h32-p-k-no,false,"https://www.google.com/maps/place/The+Smiling+Dentist:+Monica+Bruce,+DDS/@34.00882,-118.339161,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b82eb74c910f:0xf409a14e37f8d445!8m2!3d34.00882!4d-118.339161!16s%2Fg%2F1th28nv3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.00882,-118.339161
"Meir Agaki, DDS. Inc.",12202 Washington Blvd,Los Angeles,CA,90066,(310) 398-6161,http://lamakeoverdentist.com/,Dentist,4.8,396,Dentists near los angeles,26,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOt-MPTsFCvb4OrBd09ZOogB0OiHWgYQtV1uGmo=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Meir+Agaki,+DDS.+Inc./@33.9971065,-118.4257216,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba6c7ec6abb1:0x5492d71e86d3a3ad!8m2!3d33.9971065!4d-118.4257216!16s%2Fg%2F1tfhzvyz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9971065,-118.4257216
Pearl Dental Culver City,11955 Washington Blvd #106,Los Angeles,CA,90066,(310) 736-2864,https://www.pearldentalla.com/locations/culver-city/,Dentist,4.8,389,Dentists near los angeles,27,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMSgD_yG_WCZ58KbpmJtVwM8Pra0AoxY-TQMCO5=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Pearl+Dental+Culver+City/@33.9979366,-118.4211532,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba6bf9b52d11:0x553fc8163db73bf8!8m2!3d33.9979366!4d-118.4211532!16s%2Fg%2F11bzyyr7bv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9979366,-118.4211532
Exquisite Dentistry,6227 Wilshire Blvd,Los Angeles,CA,90048,(323) 272-2388,https://exquisitedentistryla.com/,Dentist,4.9,226,Dentists near los angeles,28,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMI3oeYWdvLgdDInmLT9PXgAlx6TtQsTSeeDddK=w32-h32-p-k-no,false,https://www.google.com/maps/place/Exquisite+Dentistry/data=!4m7!3m6!1s0x80c2b939533a7f81:0x48fa33feba5e34c8!8m2!3d34.063473!4d-118.36423!16s%2Fg%2F1tlw9b9h!19sChIJgX86Uzm5woARyDReuv4z-kg?authuser=0&hl=en&rclk=1,,
Joshua Yadegar | Endodontist & 24 hour Emergency Dentist Los Angeles,2080 Century Pk E #1710,Los Angeles,CA,90067,(310) 553-3232,https://drjoshuayadegar.com/,Endodontist,4.9,262,Dentists near los angeles,29,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMQvhKhXO2rm4i4EoB8fyyapVCwlDmi54CZrOYc=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Joshua+Yadegar+%7C+Endodontist+%26+24+hour+Emergency+Dentist+Los+Angeles/@34.0593428,-118.4112215,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbf7fc46106f:0xd5e92f16a5448e8f!8m2!3d34.0593428!4d-118.4112215!16s%2Fg%2F11b75jbdh4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0593428,-118.4112215
Hoover Dental Center,1717 S Hoover St suite 105,Los Angeles,CA,90006,(213) 725-2898,https://www.hooverdentalcenter.com/,Dentist,4.9,343,Dentists near los angeles,30,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1GS41hFAEdUzuiY-RScQH0kOy5cZYC0DJYZyre-fReQQXstXKh1LY0zfkv9dD48lge7gBC6nBAEDV8i4mn5EVKohgnQXZmtxGEMXEQATeSVadQNRFsHpWCOQJTb_2sC8EFDjV-A=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Hoover+Dental+Center/@34.0422558,-118.2845915,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c793d4268825:0xdf5cc8132e26e8f6!8m2!3d34.0422558!4d-118.2845915!16s%2Fg%2F1tcvpjrj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0422558,-118.2845915
Joeun Dental Group - Koreatown,680 Wilshire Pl # 314,Los Angeles,CA,90005,(213) 263-2833,https://joeundentist.com/,Dentist,4.8,193,Dentists near los angeles,31,Google Maps,https://lh3.googleusercontent.com/p/AF1QipM2KN8gEGxxA4-v8YDXTuWQ10ItEQLTbqUArqrt=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Joeun+Dental+Group+-+Koreatown/@34.0605827,-118.2874521,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c777615b91e9:0x3c004b1d2cece3b0!8m2!3d34.0605827!4d-118.2874521!16s%2Fg%2F11fzf4ckmg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0605827,-118.2874521
Dental Emergency Los Angeles Dr. King,3791 S Centinela Ave,Los Angeles,CA,90066,(424) 645-2706,https://emergencydentist.la/,Emergency dental service,4.4,120,Dentists near los angeles,32,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPKQSs7cn1HFl1mautZg1GODQqidHByNzOSlg0D=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dental+Emergency+Los+Angeles+Dr.+King/@34.0040865,-118.4341994,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba5ea42479ff:0x70ba61b41c75a277!8m2!3d34.0040865!4d-118.4341994!16s%2Fg%2F1pzx8z735?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0040865,-118.4341994
Mid Wilshire Dentistry,3470 Wilshire Blvd #450,Los Angeles,CA,90010,(213) 386-3348,https://midwilshiredentistry.com/,Dentist,4.7,530,Dentists near los angeles,33,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPePH2o7xgFDOE8h7c1AC_IeYus64W7E71VyVLV=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Mid+Wilshire+Dentistry/@34.0614986,-118.3002313,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b8827d25aa91:0x17e8ffde2ac6fa31!8m2!3d34.0614986!4d-118.3002313!16s%2Fg%2F1tf65r87?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0614986,-118.3002313
Dentistry & Orthodontics,9201 Venice Blvd.,Los Angeles,CA,90034,(310) 398-6161,,Dentist,4.8,206,Dentists near los angeles,34,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPWa2gwk0BjMdpPwwwiAziVSX67LfnG864YGjS4=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dentistry+%26+Orthodontics/@34.026724,-118.393855,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb7e60f10409:0x16b9c7ab02a9b074!8m2!3d34.026724!4d-118.393855!16s%2Fg%2F11jmysm5xd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.026724,-118.393855
